Name,Type événement,Date,Date seule,Heure de début,Date de fin,Heure de fin,Durée Evènement,Après-midi / Matin / Journée,Campus,Zone de vacances scolaires,Nb inscrits,Genre (from Inscription),Genre_Inscription_nettoye,Nb présents,Genre (from Présence),Genre_Presence_nettoye,Nb_hommes_presents,Nb_femmes_presents,Nb_non_specifie,🎯 Taux de Participation,🎯 Taux de transformation,Nb présents avec PI signé
JPO_Paris_19/03/2025,JPO,19/3/2025 13:30,19/03/2025,13:30,19/3/2025 17:00,17:00,03:30,Après-midi,IDF,Zone B,28,"femme,femme,homme,homme,homme,homme,homme,homme,femme,femme,homme,homme,femme,femme,homme,homme,homme,homme,femme,homme,femme,femme,homme,homme,homme,homme,homme,homme","femme,femme,homme,homme,homme,homme,homme,homme,femme,femme,homme,homme,femme,femme,homme,homme,homme,homme,femme,homme,femme,femme,homme,homme,homme,homme,homme,homme",5,"homme,homme,homme,femme,homme","homme,homme,homme,femme,homme",4,1,0,"17,86%",40%,2
JPO_Paris_22/01/2025,JPO,22/1/2025 13:30,22/01/2025,13:30,22/1/2025 17:00,17:00,03:30,Après-midi,IDF,Zone B,17,"femme,homme,homme,homme,homme,femme,homme,non spécifié,femme,homme,homme,non spécifié,femme,homme,homme,homme,homme","femme,homme,homme,homme,homme,femme,homme,non spécifié,femme,homme,homme,non spécifié,femme,homme,homme,homme,homme",5,"femme,homme,homme,femme,homme","femme,homme,homme,femme,homme",3,2,0,"29,41%",40%,2
JPO_Paris_24/05/2025,JPO,24/5/2025 13:30,24/05/2025,13:30,24/5/2025 17:00,17:00,03:30,Après-midi,IDF,Zone B,18,"homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme",6,"homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme",6,0,0,"33,33%","33,33%",2
JPO_Paris_26/04/2025,JPO,26/4/2025 13:30,26/04/2025,13:30,26/4/2025 17:00,17:00,03:30,Après-midi,IDF,Zone B,48,"homme,non spécifié,homme,femme,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,femme,homme,non spécifié,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,femme,homme,homme,homme,homme,homme","homme,non spécifié,homme,femme,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,femme,homme,non spécifié,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,femme,homme,homme,homme,homme,homme",11,"homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,homme",11,0,0,"22,92%","27,27%",3
JPO_Paris_17/01/2026,JPO,17/1/2026 09:30,17/01/2026,09:30,17/1/2026 13:00,13:00,03:30,Matin,IDF,Zone B,24,"homme,femme,homme,homme,homme,homme,femme,femme,femme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme","homme,femme,homme,homme,homme,homme,femme,femme,femme,homme,homme,homme,femme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme",8,"homme,homme,homme,homme,homme,homme,homme,femme","homme,homme,homme,homme,homme,homme,homme,femme",7,1,0,"33,33%",25%,2
JPO_Paris_11/01/2025,JPO,11/1/2025 13:30,11/01/2025,13:30,11/1/2025 17:00,17:00,03:30,Après-midi,IDF,Zone B,13,"femme,homme,homme,non spécifié,non spécifié,non spécifié,femme,homme,femme","femme,homme,homme,non spécifié,non spécifié,non spécifié,femme,homme,femme",4,"homme,femme,femme","homme,femme,femme",1,2,0,"30,77%",25%,1
JPO_Paris_07/01/2026,JPO,7/1/2026 13:30,07/01/2026,13:30,7/1/2026 17:00,17:00,03:30,Après-midi,IDF,Zone B,19,"homme,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,femme,femme,homme,femme,homme,femme,non spécifié,homme","homme,homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,femme,femme,homme,femme,homme,femme,non spécifié,homme",0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Paris_10/12/2025,JPO,10/12/2025 13:30,10/12/2025,13:30,10/12/2025 16:30,16:30,03:00,Après-midi,IDF,Zone B,40,"femme,homme,femme,homme,homme,femme,homme,homme,non spécifié,homme,homme,non spécifié,homme,femme,homme,femme,femme,homme,homme,femme,homme,homme,homme,homme,femme,homme,homme,non spécifié,homme,homme,femme,homme,femme,homme,homme,homme,homme,femme,homme","femme,homme,femme,homme,homme,femme,homme,homme,non spécifié,homme,homme,non spécifié,homme,femme,homme,femme,femme,homme,homme,femme,homme,homme,homme,homme,femme,homme,homme,non spécifié,homme,homme,femme,homme,femme,homme,homme,homme,homme,femme,homme",9,"homme,homme,homme,femme,homme,homme,homme,homme,femme","homme,homme,homme,femme,homme,homme,homme,homme,femme",7,2,0,"22,50%",0%,0
Journee_immersive_Paris_25/09/2025,Journee_immersive,25/9/2025 14:00,25/09/2025,14:00,25/9/2025 16:30,16:30,02:30,Après-midi,IDF,Zone B,3,"homme,homme","homme,homme",0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Paris_28/07/2025,Vis-ma-vie,28/7/2025 10:00,28/07/2025,10:00,28/7/2025 17:00,17:00,07:00,Journée,IDF,Zone B,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Laval_07/01/2026,JPO,7/1/2026 13:30,07/01/2026,13:30,7/1/2026 17:00,17:00,03:30,Après-midi,LVA,Zone A,2,"homme,homme","homme,homme",1,homme,homme,1,0,0,"50,00%",100%,1
Vis-ma-vie_Laval_14/08/2025,Vis-ma-vie,14/8/2025 10:00,14/08/2025,10:00,14/8/2025 16:00,16:00,06:00,Journée,LVA,Zone A,1,homme,homme,1,homme,homme,1,0,0,"100,00%",100%,1
JPO_Laval_10/12/2025,JPO,10/12/2025 09:30,10/12/2025,09:30,10/12/2025 12:30,12:30,03:00,Matin,LVA,Zone A,3,"femme,femme,femme","femme,femme,femme",3,"femme,femme,femme","femme,femme,femme",0,3,0,"100,00%","66,67%",2
JPO_Laval_03/09/2025,JPO,3/9/2025 13:30,03/09/2025,13:30,3/9/2025 16:30,16:30,03:00,Après-midi,LVA,Zone A,3,"homme,homme,homme","homme,homme,homme",3,"homme,homme,homme","homme,homme,homme",3,0,0,"100,00%","66,67%",2
JPO_Laval_05/07/2025,JPO,5/7/2025 09:30,05/07/2025,09:30,5/7/2025 12:30,12:30,03:00,Matin,LVA,Zone A,4,"homme,homme,homme","homme,homme,homme",2,"homme,homme","homme,homme",2,0,0,"50,00%",50%,1
JPO_Laval_22/01/2025,JPO,22/1/2025 13:30,22/01/2025,13:30,22/1/2025 17:00,17:00,03:30,Après-midi,LVA,Zone A,2,"homme,homme","homme,homme",2,"homme,homme","homme,homme",2,0,0,"100,00%",50%,1
JPO_Laval_07/03/2026,JPO,7/3/2026 09:30,07/03/2026,09:30,7/3/2026 13:00,13:00,03:30,Matin,LVA,Zone A,7,"homme,femme,homme,homme,homme,homme,homme","homme,femme,homme,homme,homme,homme,homme",3,"homme,homme,homme","homme,homme,homme",3,0,0,"42,86%","33,33%",1
JPO_Laval_11/01/2025,JPO,11/1/2025 09:30,11/01/2025,09:30,11/1/2025 12:30,12:30,03:00,Matin,LVA,Zone A,3,"homme,homme,femme","homme,homme,femme",3,"femme,homme,homme","femme,homme,homme",2,1,0,"100,00%","33,33%",1
JPO_Laval_14/05/2025,JPO,14/5/2025 13:30,14/05/2025,13:30,14/5/2025 17:00,17:00,03:30,Après-midi,LVA,Zone A,6,"homme,homme,homme,femme,femme,homme","homme,homme,homme,femme,femme,homme",4,"homme,femme,homme,homme","homme,femme,homme,homme",3,1,0,"66,67%",25%,1
JPO_Laval_26/04/2025,JPO,26/4/2025 09:30,26/04/2025,09:30,26/4/2025 12:30,12:30,03:00,Matin,LVA,Zone A,6,"femme,homme,homme,homme,femme,homme","femme,homme,homme,homme,femme,homme",6,"homme,homme,homme,homme,femme,homme","homme,homme,homme,homme,femme,homme",5,1,0,"100,00%","16,67%",1
JPO_Laval_17/01/2026,JPO,17/1/2026 09:30,17/01/2026,09:30,17/1/2026 13:00,13:00,03:30,Matin,LVA,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Laval_25/09/2025,Vis-ma-vie,25/9/2025 10:00,25/09/2025,10:00,25/9/2025 16:00,16:00,06:00,Journée,LVA,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Laval_20/09/2025,JPO,20/9/2025 09:30,20/09/2025,09:30,20/9/2025 12:30,12:30,03:00,Matin,LVA,Zone A,1,homme,homme,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Laval_11/09/2025,Vis-ma-vie,11/9/2025 10:00,11/09/2025,10:00,11/9/2025 16:00,16:00,06:00,Journée,LVA,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Laval_28/08/2025,Vis-ma-vie,28/8/2025 10:00,28/08/2025,10:00,28/8/2025 16:00,16:00,06:00,Journée,LVA,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Laval_21/08/2025,Vis-ma-vie,21/8/2025 10:00,21/08/2025,10:00,21/8/2025 16:00,16:00,06:00,Journée,LVA,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Laval_07/08/2025,Vis-ma-vie,7/8/2025 10:00,07/08/2025,10:00,7/8/2025 16:00,16:00,06:00,Journée,LVA,Zone A,1,homme,homme,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Laval_31/07/2025,Vis-ma-vie,31/7/2025 10:00,31/07/2025,10:00,31/7/2025 16:00,16:00,06:00,Journée,LVA,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Laval_24/07/2025,Vis-ma-vie,24/7/2025 10:00,24/07/2025,10:00,24/7/2025 16:00,16:00,06:00,Journée,LVA,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Laval_24/05/2025,JPO,24/5/2025 09:30,24/05/2025,09:30,24/5/2025 12:30,12:30,03:00,Matin,LVA,Zone A,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Laval_09/04/2025,JPO,9/4/2025 13:30,09/04/2025,13:30,9/4/2025 17:00,17:00,03:30,Après-midi,LVA,Zone A,5,"homme,homme,homme,homme,homme","homme,homme,homme,homme,homme",3,"homme,homme,homme","homme,homme,homme",3,0,0,"60,00%",0%,0
JPO_Laval_19/03/2025,JPO,19/3/2025 10:00,19/03/2025,10:00,19/3/2025 12:00,12:00,02:00,Matin,LVA,Zone A,4,"homme,homme,homme,homme","homme,homme,homme,homme",1,homme,homme,1,0,0,"25,00%",0%,0
JPO_Macon_17/09/2025,JPO,17/9/2025 13:30,17/09/2025,13:30,17/9/2025 16:30,16:30,03:00,Après-midi,MCN,Zone C,14,"femme,femme,homme,femme,homme,homme,homme,homme,homme,homme,homme,homme","femme,femme,homme,femme,homme,homme,homme,homme,homme,homme,homme,homme",10,"homme,femme,homme,homme,femme,homme,homme,homme,homme","homme,femme,homme,homme,femme,homme,homme,homme,homme",7,2,0,"71,43%",60%,6
JPO_Macon_24/09/2025,JPO,24/9/2025 13:30,24/09/2025,13:30,24/9/2025 16:30,16:30,03:00,Après-midi,MCN,Zone C,5,"homme,homme,homme,femme,homme","homme,homme,homme,femme,homme",1,homme,homme,1,0,0,"20,00%",0%,0
JPO_Rodez_07/01/2026,JPO,7/1/2026 13:30,07/01/2026,13:30,7/1/2026 17:00,17:00,03:30,Après-midi,RDZ,Zone B,2,"homme,homme","homme,homme",1,homme,homme,1,0,0,"50,00%",100%,1
JPO_Rodez_08/01/2025,JPO,8/1/2025 14:30,08/01/2025,14:30,8/1/2025 16:30,16:30,02:00,Après-midi,RDZ,Zone B,8,"homme,homme,homme,femme,homme,homme,homme","homme,homme,homme,femme,homme,homme,homme",1,homme,homme,1,0,0,"12,50%",100%,1
JPO_Rodez_03/12/2025,JPO,3/12/2025 13:30,03/12/2025,13:30,3/12/2025 16:00,16:00,02:30,Après-midi,RDZ,Zone B,2,"homme,homme","homme,homme",3,"homme,homme,homme","homme,homme,homme",3,0,0,"150,00%","66,67%",2
JPO_Rodez_11/09/2025,JPO,11/9/2025 13:30,11/09/2025,13:30,11/9/2025 16:30,16:30,03:00,Après-midi,RDZ,Zone B,14,"homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme,homme","homme,homme,homme,homme,homme,homme,homme,homme,homme,homme,femme,homme,homme",8,"homme,homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,homme",7,0,0,"57,14%",50%,4
JPO_Rodez_05/03/2025,JPO,5/3/2025 13:30,05/03/2025,13:30,5/3/2025 11:02,11:02,21:32,Après-midi,RDZ,Zone B,4,"homme,homme","homme,homme",4,"homme,homme,homme","homme,homme,homme",3,0,0,"100,00%",25%,1
JPO_Rodez_11/03/2026,JPO,11/3/2026 14:00,11/03/2026,14:00,11/3/2026 16:00,16:00,02:00,Après-midi,RDZ,Zone B,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Rodez_30/04/2025,JPO,30/4/2025 13:30,30/04/2025,13:30,30/4/2025 16:30,16:30,03:00,Après-midi,RDZ,Zone B,4,"homme,homme,femme,femme","homme,homme,femme,femme",2,"homme,femme","homme,femme",1,1,0,"50,00%",0%,0
JPO_Rennes_03/09/2025,JPO,3/9/2025 13:30,03/09/2025,13:30,3/9/2025 16:30,16:30,03:00,Après-midi,RNS,Zone C,4,"homme,homme,homme,homme","homme,homme,homme,homme",4,"homme,homme,homme,homme","homme,homme,homme,homme",4,0,0,"100,00%",75%,3
JPO_Rennes_19/03/2025,JPO,19/3/2025 13:30,19/03/2025,13:30,19/3/2025 17:00,17:00,03:30,Après-midi,RNS,Zone C,8,"homme,homme,homme,homme,homme,homme,non spécifié","homme,homme,homme,homme,homme,homme,non spécifié",2,"homme,homme","homme,homme",2,0,0,"25,00%",50%,1
JPO_Rennes_26/04/2025,JPO,26/4/2025 09:30,26/04/2025,09:30,26/4/2025 12:30,12:30,03:00,Matin,RNS,Zone C,11,"homme,homme,homme,homme,homme,femme,homme","homme,homme,homme,homme,homme,femme,homme",5,"homme,homme,femme,homme","homme,homme,femme,homme",3,1,0,"45,45%",40%,2
JPO_Rennes_09/04/2025,JPO,9/4/2025 13:30,09/04/2025,13:30,9/4/2025 17:00,17:00,03:30,Après-midi,RNS,Zone C,8,"homme,homme,homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,homme,homme",5,"homme,homme,homme,homme,homme","homme,homme,homme,homme,homme",5,0,0,"62,50%",40%,2
JPO_Rennes_11/01/2025,JPO,11/1/2025 09:30,11/01/2025,09:30,11/1/2025 12:30,12:30,03:00,Matin,RNS,Zone C,6,"homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme",3,"homme,homme,homme","homme,homme,homme",3,0,0,"50,00%","33,33%",1
JPO_Rennes_20/09/2025,JPO,20/9/2025 09:30,20/09/2025,09:30,20/9/2025 12:30,12:30,03:00,Matin,RNS,Zone C,12,"homme,homme,homme,homme,homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,homme,homme,homme,homme",4,"homme,homme,homme","homme,homme,homme",3,0,0,"33,33%",25%,1
JPO_Rennes_10/12/2025,JPO,10/12/2025 13:30,10/12/2025,13:30,10/12/2025 16:30,16:30,03:00,Après-midi,RNS,Zone C,10,"homme,homme,homme,homme,femme,homme,femme,femme,homme,homme","homme,homme,homme,homme,femme,homme,femme,femme,homme,homme",5,"femme,homme,homme,femme,homme","femme,homme,homme,femme,homme",3,2,0,"50,00%",20%,1
JPO_Rennes_07/01/2026,JPO,7/1/2026 13:30,07/01/2026,13:30,7/1/2026 17:00,17:00,03:30,Après-midi,RNS,Zone C,8,"homme,homme,homme,homme,femme,femme,homme,homme","homme,homme,homme,homme,femme,femme,homme,homme",6,"homme,homme,homme,homme,femme,homme","homme,homme,homme,homme,femme,homme",5,1,0,"75,00%","16,67%",1
JPO_Rennes_14/05/2025,JPO,14/5/2025 13:30,14/05/2025,13:30,14/5/2025 17:00,17:00,03:30,Après-midi,RNS,Zone C,18,"femme,homme,femme,homme,homme,femme,femme,homme,homme,femme,femme,homme,homme,femme,femme,homme,homme,homme","femme,homme,femme,homme,homme,femme,femme,homme,homme,femme,femme,homme,homme,femme,femme,homme,homme,homme",15,"homme,femme,homme,homme,femme,homme,femme,homme,homme,femme,femme,homme,homme,homme,femme","homme,femme,homme,homme,femme,homme,femme,homme,homme,femme,femme,homme,homme,homme,femme",9,6,0,"83,33%","13,33%",2
JPO_Rennes_07/03/2026,JPO,7/3/2026 09:30,07/03/2026,09:30,7/3/2026 13:00,13:00,03:30,Matin,RNS,Zone C,8,"femme,homme,homme,femme,homme,homme,homme","femme,homme,homme,femme,homme,homme,homme",2,"homme,homme","homme,homme",2,0,0,"25,00%",0%,0
JPO_Rennes_17/01/2026,JPO,17/1/2026 09:30,17/01/2026,09:30,17/1/2026 13:00,13:00,03:30,Matin,RNS,Zone C,12,"homme,homme,homme,femme,homme,femme,homme,homme,femme,homme","homme,homme,homme,femme,homme,femme,homme,homme,femme,homme",4,"homme,femme,homme,homme","homme,femme,homme,homme",3,1,0,"33,33%",0%,0
Vis-ma-vie_Rennes_18/12/2025,Vis-ma-vie,18/12/2025 10:00,18/12/2025,10:00,18/12/2025 16:00,16:00,06:00,Journée,RNS,Zone C,3,"homme,femme,homme","homme,femme,homme",2,"homme,homme","homme,homme",2,0,0,"66,67%",0%,0
Vis-ma-vie_Rennes_25/09/2025,Vis-ma-vie,25/9/2025 10:00,25/09/2025,10:00,25/9/2025 16:00,16:00,06:00,Journée,RNS,Zone C,1,homme,homme,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Rennes_11/09/2025,Vis-ma-vie,11/9/2025 10:00,11/09/2025,10:00,11/9/2025 16:00,16:00,06:00,Journée,RNS,Zone C,2,"homme,homme","homme,homme",0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Rennes_28/08/2025,Vis-ma-vie,28/8/2025 10:00,28/08/2025,10:00,28/8/2025 16:00,16:00,06:00,Journée,RNS,Zone C,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Rennes_21/08/2025,Vis-ma-vie,21/8/2025 10:00,21/08/2025,10:00,21/8/2025 16:00,16:00,06:00,Journée,RNS,Zone C,1,homme,homme,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Rennes_14/08/2025,Vis-ma-vie,14/8/2025 10:00,14/08/2025,10:00,14/8/2025 16:00,16:00,06:00,Journée,RNS,Zone C,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Rennes_07/08/2025,Vis-ma-vie,7/8/2025 10:00,07/08/2025,10:00,7/8/2025 16:00,16:00,06:00,Journée,RNS,Zone C,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Rennes_31/07/2025,Vis-ma-vie,31/7/2025 10:00,31/07/2025,10:00,31/7/2025 16:00,16:00,06:00,Journée,RNS,Zone C,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
Vis-ma-vie_Rennes_24/07/2025,Vis-ma-vie,24/7/2025 10:00,24/07/2025,10:00,24/7/2025 16:00,16:00,06:00,Journée,RNS,Zone C,1,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Rennes_05/07/2025,JPO,5/7/2025 09:30,05/07/2025,09:30,5/7/2025 12:30,12:30,03:00,Matin,RNS,Zone C,5,"homme,homme,homme,femme,homme","homme,homme,homme,femme,homme",1,homme,homme,1,0,0,"20,00%",0%,0
JPO_Rennes_24/05/2025,JPO,24/5/2025 09:30,24/05/2025,09:30,24/5/2025 12:30,12:30,03:00,Matin,RNS,Zone C,0,,Non spécifié,0,,Non spécifié,0,0,1,"0,00%",0%,0
JPO_Rennes_22/01/2025,JPO,22/1/2025 13:30,22/01/2025,13:30,22/1/2025 17:00,17:00,03:30,Après-midi,RNS,Zone C,1,non spécifié,non spécifié,1,homme,homme,1,0,0,"100,00%",0%,0
JPO_Sens_27/05/2025,JPO,27/5/2025 13:30,27/05/2025,13:30,27/5/2025 18:00,18:00,04:30,Après-midi,SNS,Zone A,2,"homme,homme","homme,homme",3,"homme,homme,homme","homme,homme,homme",3,0,0,"150,00%",100%,3
JPO_Sens_22/01/2025,JPO,22/1/2025 13:30,22/01/2025,13:30,22/1/2025 17:00,17:00,03:30,Après-midi,SNS,Zone A,11,"homme,homme,homme,homme,homme,homme,homme,femme,homme,femme,homme","homme,homme,homme,homme,homme,homme,homme,femme,homme,femme,homme",3,"homme,homme,homme","homme,homme,homme",3,0,0,"27,27%","66,67%",2
JPO_Sens_11/09/2025,JPO,11/9/2025 13:30,11/09/2025,13:30,11/9/2025 17:00,17:00,03:30,Après-midi,SNS,Zone A,8,"homme,femme,homme,homme,homme,homme,homme","homme,femme,homme,homme,homme,homme,homme",2,"homme,homme","homme,homme",2,0,0,"25,00%",50%,1
JPO_Sens_14/05/2025,JPO,14/5/2025 13:30,14/05/2025,13:30,14/5/2025 17:00,17:00,03:30,Après-midi,SNS,Zone A,5,"homme,homme,homme,homme,homme","homme,homme,homme,homme,homme",2,"homme,homme","homme,homme",2,0,0,"40,00%",50%,1
JPO_Sens_09/04/2025,JPO,9/4/2025 13:30,09/04/2025,13:30,9/4/2025 17:00,17:00,03:30,Après-midi,SNS,Zone A,8,"homme,homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,homme",7,"homme,homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,homme",7,0,0,"87,50%","28,57%",2
JPO_Sens_08/01/2025,JPO,8/1/2025 13:30,08/01/2025,13:30,8/1/2025 17:00,17:00,03:30,Après-midi,SNS,Zone A,8,"homme,homme,homme,homme","homme,homme,homme,homme",12,"homme,homme,homme,femme,homme,homme,homme,homme,homme","homme,homme,homme,femme,homme,homme,homme,homme,homme",8,1,0,"150,00%",25%,3
JPO_Sens_09/07/2025,JPO,9/7/2025 13:30,09/07/2025,13:30,9/7/2025 17:00,17:00,03:30,Après-midi,SNS,Zone A,6,"homme,homme,homme,femme,homme,femme","homme,homme,homme,femme,homme,femme",4,"femme,femme,homme,homme","femme,femme,homme,homme",2,2,0,"66,67%",0%,0
JPO_Thonon-les-Bains_07/01/2026,JPO,7/1/2026 13:30,07/01/2026,13:30,7/1/2026 17:00,17:00,03:30,Après-midi,THO,Zone A,4,"homme,femme,femme","homme,femme,femme",1,homme,homme,1,0,0,"25,00%",100%,1
JPO_Thonon-les-Bains_22/01/2025,JPO,22/1/2025 13:30,22/01/2025,13:30,22/1/2025 17:00,17:00,03:30,Après-midi,THO,Zone A,5,"homme,femme,homme,homme,femme","homme,femme,homme,homme,femme",1,homme,homme,1,0,0,"20,00%",100%,1
JPO_Thonon-les-Bains_14/05/2025,JPO,14/5/2025 13:30,14/05/2025,13:30,14/5/2025 17:00,17:00,03:30,Après-midi,THO,Zone A,7,"homme,homme,femme,homme,homme,homme,homme","homme,homme,femme,homme,homme,homme,homme",5,"homme,homme,homme,femme,homme","homme,homme,homme,femme,homme",4,1,0,"71,43%",60%,3
JPO_Thonon-les-Bains_03/09/2025,JPO,3/9/2025 13:30,03/09/2025,13:30,3/9/2025 16:30,16:30,03:00,Après-midi,THO,Zone A,3,"homme,homme,homme","homme,homme,homme",4,"homme,homme,homme,femme","homme,homme,homme,femme",3,1,0,"133,33%",50%,2
JPO_Thonon-les-Bains_24/05/2025,JPO,24/5/2025 09:00,24/05/2025,09:00,24/5/2025 12:30,12:30,03:30,Matin,THO,Zone A,10,"femme,homme,homme,homme,femme,homme,homme,homme,homme,homme","femme,homme,homme,homme,femme,homme,homme,homme,homme,homme",5,"homme,homme,homme,femme,homme","homme,homme,homme,femme,homme",4,1,0,"50,00%",40%,2
JPO_Thonon-les-Bains_10/12/2025,JPO,10/12/2025 13:30,10/12/2025,13:30,10/12/2025 16:30,16:30,03:00,Après-midi,THO,Zone A,10,"homme,homme,homme,homme,homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,homme,homme,homme,homme",3,"homme,homme,homme","homme,homme,homme",3,0,0,"30,00%","33,33%",1
JPO_Thonon-les-Bains_09/04/2025,JPO,9/4/2025 13:30,09/04/2025,13:30,9/4/2025 17:00,17:00,03:30,Après-midi,THO,Zone A,11,"homme,homme,femme,homme,non spécifié,homme,homme,homme,femme,homme,homme","homme,homme,femme,homme,non spécifié,homme,homme,homme,femme,homme,homme",6,"homme,homme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme",6,0,0,"54,55%","33,33%",2
JPO_Thonon-les-Bains_20/09/2025,JPO,20/9/2025 09:30,20/09/2025,09:30,20/9/2025 12:30,12:30,03:00,Matin,THO,Zone A,12,"homme,homme,homme,homme,femme,homme,homme,homme,homme,homme","homme,homme,homme,homme,femme,homme,homme,homme,homme,homme",7,"homme,homme,femme,homme,homme,homme,homme","homme,homme,femme,homme,homme,homme,homme",6,1,0,"58,33%","28,57%",2
JPO_Thonon-les-Bains_11/01/2025,JPO,11/1/2025 09:00,11/01/2025,09:00,11/1/2025 12:30,12:30,03:30,Matin,THO,Zone A,8,"homme,femme,homme,femme,homme,homme,femme,femme","homme,femme,homme,femme,homme,homme,femme,femme",7,"homme,femme,homme,homme,homme,femme,femme","homme,femme,homme,homme,homme,femme,femme",4,3,0,"87,50%","28,57%",2
JPO_Thonon-les-Bains_19/04/2025,JPO,19/4/2025 09:00,19/04/2025,09:00,26/4/2025 12:30,12:30,03:30,Matin,THO,Zone A,11,"homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,homme","homme,homme,homme,homme,homme,homme,femme,homme,homme,homme,homme",6,"homme,homme,homme,homme,femme,homme","homme,homme,homme,homme,femme,homme",5,1,0,"54,55%","16,67%",1
JPO_Thonon-les-Bains_19/03/2025,JPO,19/3/2025 13:30,19/03/2025,13:30,19/3/2025 17:00,17:00,03:30,Après-midi,THO,Zone A,19,"homme,homme,homme,homme,homme,femme,homme,homme,homme,homme,homme,femme,homme,femme,homme,homme,homme,homme,femme","homme,homme,homme,homme,homme,femme,homme,homme,homme,homme,homme,femme,homme,femme,homme,homme,homme,homme,femme",7,"femme,homme,homme,femme,femme,homme,homme","femme,homme,homme,femme,femme,homme,homme",4,3,0,"36,84%","14,29%",1
JPO_Thonon-les-Bains_07/03/2026,JPO,7/3/2026 09:30,07/03/2026,09:30,7/3/2026 13:00,13:00,03:30,Matin,THO,Zone A,7,"homme,homme,femme,homme,homme,femme,homme","homme,homme,femme,homme,homme,femme,homme",5,"femme,homme,femme,homme,homme","femme,homme,femme,homme,homme",3,2,0,"71,43%",0%,0
JPO_Thonon-les-Bains_17/01/2026,JPO,17/1/2026 09:30,17/01/2026,09:30,17/1/2026 13:00,13:00,03:30,Matin,THO,Zone A,7,"femme,femme,homme,homme,femme","femme,femme,homme,homme,femme",4,"homme,femme,homme","homme,femme,homme",2,1,0,"57,14%",0%,0
